,title,link,publish_time,content,author
212,3 goals & 2 assists! OFFICIAL: Jota WINS January's EPL Player of the Month award,https://m.allfootballapp.com/news/Headline/3-goals--2-assists-OFFICIAL-Jota-WINS-Januarys-EPL-Player-of-the-Month-award/3302820,7 hours ago,Liverpool forward Diogo Jota has been named the Premier League Player of the Month for January.  Jota has been in fine form since returning from injury at the end of December and scored three goals and added two assists last month. The 27-year-old has stepped up impressively for Jurgen Klopp's side in the absence of Mohamed Salah due to AFCON and injury and has been crucial in Liverpool's rising to top of the league.,The 27-year-old has stepped up impressively for Jurgen Klopp's side in the absence of Mohamed Salah due to AFCON and injury and has been crucial in Liverpool's rising to top of the league.
213,Xabi Alonso celebrates with entire coaching staff following victory over Bayern,https://m.allfootballapp.com/news/Headline/Xabi-Alonso-celebrates-with-entire-coaching-staff-following-victory-over-Bayern/3299103,11 Feb,"Bayer Leverkusen boss Xabi Alonso appeared to take a leaf out of Jurgen Klopp's book by celebrating with his entire coaching staff after beating Bayern Munich.  Leverkusen won 3-0 at home to Bayern and are now five points clear of their opponents at the top of the Bundesliga. Former Liverpool midfielder Alonso has been heavily linked with the Anfield job after Jurgen Klopp announced that he will leave the club at the end of the season. Klopp has often given his coaching staff credit following important victories and Alonso did likewise after Bayer's win. Alonso's side prevailed courtesy of goals from Josip Stanisic, Alex Grimaldo and Jeremie Frimpong.  After the game Alonso made sure that his coaching staff joined him in celebrating with the club's fans. Alonso has received much praise for the work that he has done since being appointed as Bayer Leverkusen boss in October 2022. If he was to win the Bundesliga title this season - ending Bayern's dominance of having won the league eleven times in a row - Alonso's stock would rise even higher. As a player Alonso was at Liverpool between 2004 and 2009. He won the Champions League and the FA Cup during his time at the club. One Liverpool fan suggested that it's inevitable Alonso will return to the club. They wrote: 'Gesture like this make me think that he knows we are all watching him like heâs being interviewed already.' Another added: 'Bring this man to Liverpool immediately'. One fan suggested that Alonso's appointment is: 'Signed, sealed, delivered.' Another claimed that Alonso is the 'ideal successor' to Klopp at Liverpool. They wrote: 'What a manager, what a man. As a leader there are many resemblances to Klopp. This *is* the ideal Klopp successor at Liverpool.' In addition, another fan wrote: 'Bring him home is right! Be mad not to sign Xabi up heâs the right man for the job!'.      ",
214,Copenhagen vs Man City player ratings: De Bruyne MOTM with a rating of 8.7,https://m.allfootballapp.com/news/Headline/Copenhagen-vs-Man-City-player-ratings-De-Bruyne-MOTM-with-a-rating-of-8.7/3301553,2 days ago,We bring you the player ratings for Copenhagen vs Manchester City as De Bruyne becomes Man of the Match with a rating of 8.7.  Any thoughts on the ratings? Leave your opinion in the comments!,Any thoughts on the ratings? Leave your opinion in the comments!
215,"Italy, Brazil & Iran teams to beat as 2024 FIFA Beach Soccer World Cup kicks-off",https://m.allfootballapp.com/news/Headline/Italy-Brazil--Iran-teams-to-beat-as-2024-FIFA-Beach-Soccer-World-Cup-kicks-off/3301812,2 days ago,"The 12th edition of the FIFA event kicks off in Dubai with the competition running for ten days winding up on 25 February.  Sixteen sides have progressed to the finals of the 2024 FIFA Beach Soccer World Cup which gets underway in Dubai on 15 February and runs through to the final game on the 25th. Dubaiâs Design District will be the setting for the action with beach soccer infamous for serving up some eye-catching goals with venomous volleys, outrageous over-head kicks and spectacular strikes all part and parcel of the sport. Reigning champions Russia are absent from this yearâs competition due to the ongoing indefinite FIFA sporting ban linked to the nationâs invasion of Ukraine which sees five-time champions Brazil take on the mantle as tournament favourites with the SeleÃ§ao absent from the final for a decade as other nations such as Tahiti, Senegal, Japan and El Salvador embrace the sport and see their national teams now able to compete at elite levels. The sixteen competing sides are split into four groups of four teams with the top two per group advancing to the quarter-final stage. Games are divided into three 12-minute periods, with a three-minute break between each period and the match stopwatch is paused in the event of a goal, a foul or an injury. A match can only be won or lost and never ends in a draw. If the scores are tied at the end of the game, the rules stipulate that a three-minute period of extra time must be played. If there is still no winner after this, the match must be decided by penalty kicks with all five players per team taking a kick. The playing sandy area must be between 35 and 37 metres long and between 26  and 28 metres wide, and marked with lines 10 centimetres wide. The goals are 2.2 metres high and 5.5 metres wide with the ball being a little lighter tran a traditional match ball weight between 400 and 440 grams. The likes of Eric Cantona, Luther Blissett, Claudio Gentile, Junior, Matt Le Tissier, Romario, Julio Salinas, the Van de Kerkhof twins and Zico have all tried their hand at the sport representing their nations at beach soccer.","The likes of Eric Cantona, Luther Blissett, Claudio Gentile, Junior, Matt Le Tissier, Romario, Julio Salinas, the Van de Kerkhof twins and Zico have all tried their hand at the sport representing their nations at beach soccer."
216,Daily Comments: Douglas Luiz forgot heâs playing against Red Devils,https://m.allfootballapp.com/news/Headline/Daily-Comments-Douglas-Luiz-forgot-he%E2%80%99s-playing-against-Red-Devils/3301160,13 Feb,"Hey guys! Welcome to 'Daily Comments', where the BEST comments are posted! Here, we select the most popular comments from our All Football users. If you want to see yours here next time, don't forget to leave your comments in any news. Article 1: Footballers stunned after player is struck by lightning & killed during match @Dyope: Y not that metallic tall crane out of the pitch but it's him that village people followed from home...ð¥ºð¥ºð¥º   @Hiabdkpu: RIP ð­ð­ð­ð­ð­ð­ Article 2: Crystal Palace 1-3 Chelsea: Gallagher nets twice to ensure Chelsea took a smash @Footballlover170: Chelsea fans need to thank Thiago Silva Wife. Because she motivated the squad ðð  @Kingsgate1234: TRUTH BE TOLD : Gallagher is Chelsea's best Player after Cole Palmerð¤ , He's been truly outstanding for the BLUES ð¯ð¥ðð @Footballlover170: In future this guy Gusto will be one of the best right back in the league. He play with so much confidence @dougiefresh: WHAT AN AMAZING COMEBACK FROM THE BLUES.ð¥ð¥ð¥ð¯âï¸ When the score was 1-1, Chelsea fans in the away end were singing Bob Marley loudly ðµBaby don't worry about a thing CHELSEAð¶because they knew every little thing would be alright. Article 3: Paramount+ aims new Champions League advert at Lionel Messi with cheeky message @F-legend: A Call of duty. It is an honor for the Greatest. @namailokatali: A true warrior Article 4: Varane confronts Douglas Luiz following Scott McTominay's late Man United winner @Lala23: Luis forgot heâs playing against Red Devils  @Eriphan74: One of the reasons why football is the most beautiful sport in the world ð¥ð¥°   @Ronnie256: always remember never to celebrate against man United before the final whistle Article 5: Real Madrid teammate Valverde leaves X-rated comment under Bellingham Instagram @malablata: This is nothing compare to the bulge of Mane   @Olly4gr8: Vini no carry last ð   @Mijidinho10: U will be miss but all Madrid fans wish you a speedy recovery â¤ï¸âð©¹ and we canât wait to see u backðª  Article 6: Rice identifies Arsenal's ""special, special talent"" after Arteta ""trust"" claim @Vanclmrty: Ethan Nwaneri is a real GEMð. PLEASE Arteta give this talent some more game time please please ðð. Thanks @MUTINDO: Special talent that needs to be protected and managed well we hav seen young talents being included in high intensity games that hav resulted into serious injuries for these young talentsð¥ the like of Ansu Fati, Pedri, Wilshire and other talents â¤ï¸ð¤... I'm proud he's a Gunner... ",
217,Ladyman: Liverpool NEED to keep their two-point cushion over Man City,https://m.allfootballapp.com/news/Headline/Ladyman-Liverpool-NEED-to-keep-their-two-point-cushion-over-Man-City/3302792,9 hours ago,"Liverpool must cling on to their two-point lead by the time they play Manchester City, Ian Ladyman has argued - or risk being crestfallen once again come the season's close.  Jurgen Klopp's men face Brentford, Luton, and Nottingham Forest in their league before their Anfield assignment against City on March 10. They hold a slender two-point advantage over City and Arsenal but Pep Guardiola's side are the ones everybody fears. The Treble-winners have hit their mid-season stride again, winning 11 games on the bounce dating back to the Club World Cup. The last time they lost a game was December 6, a 1-0 loss at Aston Villa. 'Liverpool have got the next three games in the league are Brentford, Luton, Forest and that to me feels like they're going to have to win those three simply because after that little run comes their crunch game with Man City at Anfield and then the Merseyside Derby away at Goodison Park,' Ladyman told Mail Sport's football podcast It's All Kicking Off.  'They can't afford any separation between themselves and City in the next month, that's what I'm getting at.' Chris Sutton agreed, adding that Liverpool have got to be clinical to stay in front of a relentless City, who have won the last three Premier League titles. He said: 'Look, we all know, right, that Liverpool have to be ruthless. That goes without saying. Nobody I've met in the last week or two has changed their mind about Manchester City, because you just feel it and you look at their bench every week and the ability to change things. 'We shouldn't be judging Liverpool just based on that one Arsenal game. They actually recovered okay against Burnley, saw the pictures of Mo Salah back in full training. I mean, that's absolutely enormous. 'So they've got a lot to look forward to. The teams they've got coming up, you mentioned Brentford, who they've conceded a few goals against in recent times, but Jurgen Klopp knows they have to be absolutely ruthless, but I wouldn't be ruling Liverpool out because of their firepower.' Ladyman believes Liverpool could face a situation where they reach the end of the season and finish second even if they only lose a handful of games, such are the tight margins at the top of the Premier League. Liverpool have twice finished just a point behind City, scoring 97 points in 2018-19 and 92 points in 2021-22. Ladyman added: 'I just think that we're in this typical Man City cycle again. In my opinion, City are the best team, right? But that doesn't mean they win the league, because good teams can have bad runs. But I see them, they're 11 unbeaten now, 11 wins on the spin, if you go all the way back to the start of the club World Cup, and this is what they do.    'And I can just imagine if Liverpool aren't careful they're going to get to the end of May when the season ends and they're going to look back and they'll have lost like three games all season, but somehow haven't won the league because it's happened to them before. 'And they are in this dreadfully difficult position of knowing that they've pretty much got to win everything and they've certainly got to win that game against Manchester City at Anfield next month. And it would be ideal for them to get there still with this two-point cushion. That's what I'm trying to get at, I think. And they've got three games. 'Well, that's how I started: Brentford, Luton, Forest. They've got to win those three games.'","'Well, that's how I started: Brentford, Luton, Forest. They've got to win those three games.'"
218,Gavi is a target for PSG this summer,https://m.allfootballapp.com/news/Headline/Gavi-is-a-target-for-PSG-this-summer/3302562,18 hours ago,"FC Barcelona midfielder Gavi (19) has emerged as a target for Paris Saint-Germain this summer, report Peter Rutzler and Pol Ballus of The Athletic.  Whilst the Blaugrana have no desire to sell the talented Spanish youngster and La Masia graduate, the clubâs well documented financial problems may force the Catalan clubâs hierarchy into a rethink. The player is projected to be out of action until the summer having suffered a cruciate ligament injury back in November. Having already made 111 appearances for Xaviâs ailing Barcelona side, as well as 27 caps for the Spanish national team, Gavi is thought to be part of PSG coach Luis Enriqueâs plan to re-shape the squad following the expected departure of Kylian MbappÃ© this coming summer. Gavi is contracted to Barcelona until the end of the 2025/2026 and his situation, as well as his huge potential, would therefore command a sizeable fee, one that only PSG and a handful of others could hope to afford. It is as yet unclear as to the playerâs thoughts on the move, but it may be one that could suit all parties, for the right price. GFFN | Jack McArdle",GFFN | Jack McArdle
219,Liverpool fans name the coach they most want to succeed Jurgen Klopp in a survey,https://m.allfootballapp.com/news/Headline/Liverpool-fans-name-the-coach-they-most-want-to-succeed-Jurgen-Klopp-in-a-survey/3302249,18 hours ago,"Xabi Alonso is the overwhelming favourite among Liverpool supporters to succeed Jurgen Klopp as manager, a survey has found.  Klopp will call time on nine successful years in charge at Anfield at the end of the season after the German admitted he was feeling exhausted. Attention has already turned to his successor and the bookmakers' favourite also appears to be the fan first-choice. The Sky Bet Fan Hope survey, conducted by YouGov, found 63 per cent of Liverpool fans asked want Bayer Leverkusen coach Alonso to be the club's next manager. Former Reds midfielder Alonso, 42, is enjoying an outstanding campaign with Leverkusen, who crushed their Bundesliga title rivals Bayern Munich 3-0 last Saturday to move five points clear at the top.    Leverkusen are also still in both the German Cup and the UEFA Europa League ahead of what promises to be an exciting end to the season. Liverpool legend Steven Gerrard ranked second among fans surveyed but his total of 18 per cent was a long way shy of his former team-mate Alonso. Klopp's assistant Pep Lijnders received eight per cent, Brighton boss Roberto De Zerbi four per cent and Ruben Amorim, Julian Nagelsmann and Thomas Frank two per cent apiece. In a sign of the pressure Alonso or whoever replaces Klopp will find themselves under, 56 per cent of Liverpool fans expect a Premier League title challenge in their first season at the helm. Meanwhile, 73 per cent of fans expect Klopp to sign off by wining at least two trophies this season, while an optimistic six per cent think Liverpool will scoop a Quadruple of Premier League, FA Cup, Carabao Cup and Europa League. The arrival of a new manager could see squad upheaval in the summer but the survey revealed Mohamed Salah is the one man fans don't want to see depart.   55 per cent of the Liverpool fans asked said they are most afraid of the Egyptian star leaving, a figure well ahead of goalkeeper Alisson Becker on 24 per cent and defender Virgil van Dijk on 21 per cent. Liverpool, who are currently two points ahead of Manchester City at the Premier League summit, return to action at Brentford on Saturday lunchtime. They host Luton Town next Wednesday before taking on Chelsea in the Carabao Cup final at Wembley on February 25.",They host Luton Town next Wednesday before taking on Chelsea in the Carabao Cup final at Wembley on February 25.
220,Deco statements that have Barca fans calling for his sacking and the fallout,https://m.allfootballapp.com/news/Headline/Deco-statements-that-have-Barca-fans-calling-for-his-sacking-and-the-fallout/3300758,12 Feb,"Barcelona Sporting Director Deco was present as the Blaugrana threw away more points at home to Granada on Sunday night, ending in a thrilling 3-3 draw which once again exposed their inability to defend. However by the end of the night, he was the story.  That is due to comments he has made in Portugal to Nascer do Sol, opining on the current affairs of the Blaugrana. During an interview, he claimed that Barcelona needed to move away from the idea of play that has made them so successful until now. âThe new direction is essential and the president agrees with me on this. A profound change is needed. There is a method that is exhausted,â he said, as carried by Sport. âWe have to discover someone who will break with the past once and for all and move towards a new paradigm.â He also went on to pronounce that the job he is currently hiring for is not that attractive for potential managers. âWe have a serious financial problem on our hands and that was one of the reasons why they hired me. We do not have money for the investments that other million-dollar clubs make and that discourages any coach. At this moment we cannot provide these means.â His comments, essentially claiming Barcelona should leave behind the ideas upon which their three greatest eras were built upon, have naturally brought with them no shortage of fury from Cules. Deco has since told Catalunya Radio that his words were misunderstood, and when he refers to the model and the paradigm, he claims was related to the financial crisis at the club and how they recruit. In addition, Nascer do Sol have published an editorâs note, claiming full responsibility for the âmisunderstandingâ. Recent reports from El Desmarque claim that Deco will now put out a message via the clubâs official channels to clarify his statements too. Itâs certainly a strange story, given Portuguese is Decoâs native tongue, and the interview was conducted in Portuguese. His words have been public for several days, but having only recently been picked up by the Catalan media, it appears only now the retractions have been made. It would be common practice for Deco or Barcelona to be sent the interview before or as it is being published, and it is curious that this either did not happen, or the misunderstanding was not flagged previously.","Itâs certainly a strange story, given Portuguese is Decoâs native tongue, and the interview was conducted in Portuguese. His words have been public for several days, but having only recently been picked up by the Catalan media, it appears only now the retractions have been made. It would be common practice for Deco or Barcelona to be sent the interview before or as it is being published, and it is curious that this either did not happen, or the misunderstanding was not flagged previously."
221,The earliest Xavi could be sacked from the Barcelona job,https://m.allfootballapp.com/news/Headline/The-earliest-Xavi-could-be-sacked-from-the-Barcelona-job/3300887,12 Feb,"A defeat in the first leg of the Champions League could prove to be fatal for the Blaugrana coach. Rafa MÃ¡rquez is lined up as a possible emergency solution.  The situation at Can BarÃ§a can be best be described as critical in every sense of the word. Sundayâs 3-3 draw against Granada only confirmed the chronicle of a death foretold. The vaunted reaction after the announcement of Xaviâs delayed resignation has barely lasted a week. This weekendâs setback has revealed all the ills of this team. So much so that right now, as AS has learned, no one in the club is capable of guaranteeing that the 44-year-old coach will still be in the job by the end of the season. All eyes are focused on the Champions League tie against Napoli in a weekâs time. The result of that match could mark Xaviâs short-term future. A defeat could precipitate the immediate departure of the current coach, with Rafa MÃ¡rquez the leading candidate to be ushered in to occupy the bench until the end of the season. President Joan Laporta, who continues to protect Xavi within the club, is beginning to show clear signs of exhaustion in the project, as was seen in the MontjuÃ¯c box last night, throwing a tray of canapÃ©s after the team practically spoiled any hopes of clinching LaLiga title. His advisors and trusted people have been pressuring him for some time to make a decision regarding the coach, as a first step in search of a reaction to a season in which some still see the Champions League as the only salvation. Sports director, Deco, also seems to have turned his back on Xavi, especially after his latest statements to a Portuguese media, later denied and/or qualified, about the current model of Barcelona I was exhausted. As AS has learned, Xavi has made it very clear that if the team doesnât make it through the Champions League knockout round, he will not continue. The coach has always stressed that he will never be a problem at the club, so if he sees that the best solution is for him to leave early, he will do so without any problem. But right now, he is not reached the point of no return. He still believes that he can lift the team and salvage something from the season. Obviously, the objective in LaLiga is to catch up with Girona and finish at least second, thus guaranteeing not only the Super Cup but also participation in next yearâs Champions League. In Europe, the aim is to go as far as possible, reaching the quarter finals at the very least. What is certain is that whatever happens this Saturday in Vigo, Xavi will continue. It will be Naples who ends up passing the sentence. A defeat in San Paolo would bring forward the end of Xavi's project by a few months.","What is certain is that whatever happens this Saturday in Vigo, Xavi will continue. It will be Naples who ends up passing the sentence. A defeat in San Paolo would bring forward the end of Xavi's project by a few months."
222,"PLAYER RATINGS: Mbappe gets PSG out of jail, Barcola nets his first UCL goal",https://m.allfootballapp.com/news/Headline/PLAYER-RATINGS-Mbappe-gets-PSG-out-of-jail-Barcola-nets-his-first-UCL-goal/3302075,1 day ago,"Kylian Mbappe inspired Paris-Saint Germain to a 2-0 victory against Real Sociedad on Wednesday night following a drab first-half showing.  The LaLiga side kept PSG largely at bay, with Mbappe and Ousmane Dembele failing to finish off two close chances in the first-half. It was the brilliance of the France World Cup winner, and his excellent reactions, that would help Luis Enrique's side take the lead in the 58th minute, with Mbappe stretching at the far post to knock in a Marquinhos' deflection from a free-kick. Bradley Barcola would follow up with a second goal later on in the second half, gliding around several defenders before dinking past Alex Remiro to seal the victory and score his first goal in the Champions League. Mail Sport brings you our player ratings from PSG's victory at the Parc Des Princes.  Was called into action on several occasions but ultimately a quiet evening for the Italian. Achraf Hakimi - 6.5 Stretched defenders down the right flank, perhaps not as creative in the first-half as he'd have liked. Marquinhos - 7 It was his flick on that set Mbappe up for the opened. Marshalled the defence well tonight. Danilo Pereira - 7 Looks a solid partner for Marquinhos at the back. Lucas Beraldo - 6.5 A solid Champions League debut for the 20-year-old. Looked composed on the ball and his positioning was excellent. Fabian Ruiz - 7 Produced a great assist for Barcola's goal. Looked creative through the middle. Warren Zaire-Emery - 6.5 Strong defensively. Perhaps could have offered more going forwards.    Grew into the game in the second half. Produced some great passes and was technically excellent. Ousmane Dembele - 5.5 Produced a great pass to initiate Barcola's goal. But lacked a clinical edge infront of goal, missing a big chance in the first half. Bradley Barcola - 7.5 Scored his first goal in the Champions League and took it very well. He glided past defenders to break into the box and wrapped up the move with a great finish. Kylian Mbappe - 8 Stepped up when PSG needed him despite missing a chance early in the first-half. The Frenchman showed his excellent reactions to arrive at the far post before anyone else. Marco Asensio 72' - 6 Looked bright when he came on but could have made it 3-0 with a thumping effort in the last five minutes of the match.   Lucas Hernandez 72' - 5 Struggled to control Takefusa Kubo after coming on. Randal Kolo Muani 83' - 5.5 Came on late and nearly got on the scoresheet. Showed great ability to evade the Real Sociedad defenders but struck his effort marginally wide. Luis Enrique - 7 Definitely not the first-half he'd have wanted but galvanised his team at half-time to seal the victory. He'll have plenty to think about before their return fixture in March. Real Sociedad: Remiro 6, Traore 6, Zubeldia 7, Le Normand 5, Galan 7, Mendez 7, Zubimendi 8, Merino 7, Kubo 8, Andre Silva 7, Barrenetxea 7. Subs: Zakharyan 66' 6, Pacheco 78' 6, Sadiq 78' 6, Turrientes 78' 6, Aramburu 5'.","Subs: Zakharyan 66' 6, Pacheco 78' 6, Sadiq 78' 6, Turrientes 78' 6, Aramburu 5'."
223,"Danilo talks Juventus captaincy, popstar footballers and learning life lessons from Gatti",https://m.allfootballapp.com/news/Headline/Danilo-talks-Juventus-captaincy-popstar-footballers-and-learning-life-lessons-from-Gatti/3302774,10 hours ago,"Danilo is proud being Juventus captain.  The defender is the first Brazilian to captain the club. He told TNT Brazil: ""It is a source of great pride. A team with great tradition like Juventus has always been well represented for a long time by historic Italian players. After being vice-captain last year, this season I became captain of the team. This has to do with my experience in other leagues and countries, with my way of communicating with my teammates, with the referees and with the Juventus universe. ""The fact that the coach's decision was accepted so well, especially by my teammates of the team, fills me with pride. I am proud that even the Italian fans, who defend their flag and their culture, often greet me and thank me for always defending Juventus and its colours. I feel part of the club, of the city and of its traditions."" On 'popstar' footballers, he continued: ""Today footballers who are not 'popstars' sell little, have little media visibility. A player who goes out to dinner the week in which his team loses the match (which is obviously something you can do) becomes much more popular of a player than who goes to a charity event or who, for example, goes to help a community. ""My effort today is to try to influence the new generations of athletes and footballers. I can be a high level athlete, I can play with the best in the world, for the greatest national team in the world, have a successful career, earn a lot of money (because we are not hypocrites, we all want to earn money), but still lead a normal life. I don't need to go around showing off super cars and always being in the midst of social controversy. ""Of course no one is perfect, we all make mistakes and learn, which is what I have tried to do throughout my career. Now I am in a moment of great personal growth because I am happy to have it done, and thank goodness I was able to see things like this. Now I'm in a moment of great personal growth because I'm happy I did it, and thank goodness I was able to see things like this."" Danilo then raised young teammate Fede Gatti. ""We have the example of Federico Gatti, a player who perhaps four years ago was still playing in the amateur categories and from one moment to the next he finds himself at Juventus, then in the Champions League and in the Italian national team, a very different world from the one he he was used to it. ""When he arrived, I remember that he had been looking for a house for more or less 3 months, then one day I asked him: 'Gatti, but have you found a house?'. And he replied: 'I found one near the airport, here in Turin'. ""I immediately thought that it was not a place where Juventus footballers usually stay, who prefer the city centre or towards the hills, which are 'better' places, let's say. Close to the airport it's perhaps a more rural area, and I replied: 'Do you like it, do you feel good?' And he said to me: 'Dani, it's what suited me most at the moment'. ""He had just arrived, he didn't have a let's say stratospheric contract, was a growing player, but when he told me: 'It's what suited me the most', I thought that sometimes the lessons in life come when you least expect them. Gatti is a boy that I really like, I have great affection for him, we have a good relationship. Sometimes you think that you learn more from players with more titles, with more experience and with an incredible career, but then along comes a boy from the amateur categories, who has done a lot of apprenticeship, and who has worked on the transfer market, who has managed to give me this teaching. ""He certainly thought about his stability, tranquility and what was best for him at that moment, and he was right.""","""He certainly thought about his stability, tranquility and what was best for him at that moment, and he was right."""
