model,model_key,file,source,error_type,player_name,tag_text,position,country,spacy_text,context
en_core_web_sm,sm,Reports/BBC/02_HUN_SUI.json,Reports,FN,Breel Embolo,<EMBOLO_CENTRE-FORWARD_SUI>,Centre Forward,SUI,,ed cross beyond Yann Sommer. Substitute Breel Embolo clinched the three points in stoppage t
en_core_web_sm,sm,Reports/BBC/03_ESP_CRO.json,Reports,FN,Fabián Ruiz,<RUIZ_CENTRAL-MIDFIELD_ESP>,Central Midfield,ESP,,"lin. First-half goals by Álvaro Morata, Fabián Ruiz and Dani Daniel Carvajal essentially se"
en_core_web_sm,sm,Reports/BBC/03_ESP_CRO.json,Reports,FN,Dominik Livakovic,<LIVAKOVIC_GOALKEEPER_CRO>,Goalkeeper,CRO,,Morata to gallop through and slot past Dominik Livakovic for his 36th goal for his country. Afte
en_core_web_sm,sm,Reports/BBC/03_ESP_CRO.json,Reports,FN,Fabián Ruiz,<RUIZ_CENTRAL-MIDFIELD_ESP>,Central Midfield,ESP,,"lin. First-half goals by Álvaro Morata, Fabián Ruiz and Dani Daniel Carvajal essentially se"
en_core_web_sm,sm,Reports/BBC/03_ESP_CRO.json,Reports,FN,Josip Sutalo,<SUTALO_CENTRE-BACK_CRO>,Centre Back,CRO,,ea and firing in a shot that nicked off Josip Sutalo on its way past Dominik Livakovic. Croa
en_core_web_sm,sm,Reports/BBC/03_ESP_CRO.json,Reports,FN,Dominik Livakovic,<LIVAKOVIC_GOALKEEPER_CRO>,Goalkeeper,CRO,,Morata to gallop through and slot past Dominik Livakovic for his 36th goal for his country. Afte
en_core_web_sm,sm,Reports/BBC/03_ESP_CRO.json,Reports,FN,Daniel Carvajal,<CARVAJAL_RIGHT-BACK_ESP>,Right Back,ESP,,"by Álvaro Morata, Fabián Ruiz and Dani Daniel Carvajal essentially settled the outcome before"
en_core_web_sm,sm,Reports/BBC/03_ESP_CRO.json,Reports,FN,Dominik Livakovic,<LIVAKOVIC_GOALKEEPER_CRO>,Goalkeeper,CRO,,Morata to gallop through and slot past Dominik Livakovic for his 36th goal for his country. Afte
en_core_web_sm,sm,Reports/BBC/03_ESP_CRO.json,Reports,FP,,,,,Euros,mal became the youngest player in men's Euros history when he started the game at the
en_core_web_sm,sm,Reports/BBC/03_ESP_CRO.json,Reports,FP,,,,,Luis de la Fuenteas,"most half an hour for the breakthrough, Luis de la Fuenteas side took just over three minutes to ex"
en_core_web_sm,sm,Reports/BBC/03_ESP_CRO.json,Reports,FP,,,,,Josko Gvardiolas,came close to pulling a goal back when Josko Gvardiolas drilled shot beat Simon but also eluded
en_core_web_sm,sm,Reports/BBC/03_ESP_CRO.json,Reports,FP,,,,,Euros,"as being ""serious candidates"" at these Euros - and this was a performance that prove"
en_core_web_sm,sm,Reports/BBC/03_ESP_CRO.json,Reports,FP,,,,,Marc Cucarellaas,with their determination underlined by Marc Cucarellaas brilliant block to stop Lovro Majeras g
en_core_web_sm,sm,Reports/BBC/03_ESP_CRO.json,Reports,FP,,,,,Luis de la Fuente,ay to begin their campaign. Spain coach Luis de la Fuente said his side will not be getting carri
en_core_web_sm,sm,Reports/BBC/04_ITA_ALB.json,Reports,FN,Alessandro Bastoni,<BASTONI_CENTRE-BACK_ITA>,Centre Back,ITA,,back but failed to stymie the Italians. Alessandro Bastoni headed home Giovanni Di Lorenzo Lorenzo
en_core_web_sm,sm,Reports/BBC/04_ITA_ALB.json,Reports,FN,Lorenzo Pellegrini,<PELLEGRINI_ATTACKING-MIDFIELD_ITA>,Attacking Midfield,ITA,,Bastoni headed home Giovanni Di Lorenzo Lorenzo Pellegrini's inswinging delivery after a clever sh
en_core_web_sm,sm,Reports/BBC/04_ITA_ALB.json,Reports,FN,Luciano Spalletti,<SPALLETTI_COACH_ITA>,Coach,ITA,,"sit back and they did exactly that, but Luciano Spalletti's Italy clearly knew how to react. Wher"
en_core_web_sm,sm,Reports/BBC/04_ITA_ALB.json,Reports,FP,,,,,Azzurri,f space on the edge of the area for the Azzurri to exploit rather than attacking the co
en_core_web_sm,sm,Reports/BBC/04_ITA_ALB.json,Reports,FP,,,,,Dmitri Kirichenko,"0 years, beating the 67 seconds it took Dmitri Kirichenko to score for Russia against Greece in E"
en_core_web_sm,sm,Reports/BBC/05_SRB_ENG.json,Reports,FN,Aleksandar Mitrovic,<MITROVIC_CENTRE-FORWARD_SRB>,Centre Forward,SRB,,"dangerous territory, particularly when Aleksandar Mitrovic shot narrowly wide in the first half. E"
en_core_web_sm,sm,Reports/BBC/05_SRB_ENG.json,Reports,FP,,,,,Jude Bellingham,ip up England's followers at the other. Jude Bellingham was even seen smiling on the big screen
en_core_web_sm,sm,Reports/BBC/06_SVN_DEN.json,Reports,FN,Hojlund,<HOJLUND_CENTRE-FORWARD_DEN>,Centre Forward,DEN,,"and gone for Manchester United striker Hojlund, as well as for Christian Eriksen, whil"
en_core_web_sm,sm,Reports/BBC/06_SVN_DEN.json,Reports,FN,Andraz Sporar,<SPORAR_CENTRE-FORWARD_SVN>,Centre Forward,SVN,,even have snatched a late victory when Andraz Sporar drilled a shot into the side-netting an
en_core_web_sm,sm,Reports/BBC/06_SVN_DEN.json,Reports,FP,,,,,Manchester United,"ttgart. The midfielder, now playing for Manchester United, collapsed on the pitch against Finland"
en_core_web_sm,sm,Reports/BBC/06_SVN_DEN.json,Reports,FP,,,,,Euros,ICD). Christian Eriksen's return to the Euros began perfectly as he netted his side's
en_core_web_sm,sm,Reports/BBC/06_SVN_DEN.json,Reports,FP,,,,,Euros,n what it would mean to play in another Euros for his country. His strike wrapped up
en_core_web_sm,sm,Reports/BBC/06_SVN_DEN.json,Reports,FP,,,,,Atletico Madrid,"I think we will learn from this."" After Atletico Madrid goalkeeper Jan Oblak denied Hojlund fro"
en_core_web_sm,sm,Reports/BBC/07_POL_NED.json,Reports,FN,Szczesny,<SZCZESNY_GOALKEEPER_POL>,Goalkeeper,POL,,lised when his deflected shot flew past Szczesny. The Dutch continued to create opportun
en_core_web_sm,sm,Reports/BBC/07_POL_NED.json,Reports,FN,Szczesny,<SZCZESNY_GOALKEEPER_POL>,Goalkeeper,POL,,lised when his deflected shot flew past Szczesny. The Dutch continued to create opportun
en_core_web_sm,sm,Reports/BBC/07_POL_NED.json,Reports,FN,Denzel Dumfries,<DUMFRIES_RIGHT-MIDFIELD_NED>,Right Midfield,NED,,"ate after the break and Szczesny denied Denzel Dumfries, before exciting youngster Xavi Simons"
en_core_web_sm,sm,Reports/BBC/07_POL_NED.json,Reports,FN,Xavi Simons,<SIMONS_ATTACKING-MIDFIELD_NED>,Attacking Midfield,NED,,"zel Dumfries, before exciting youngster Xavi Simons drove an effort wide after being set up"
en_core_web_sm,sm,Reports/BBC/07_POL_NED.json,Reports,FN,Wout Weghorst,<WEGHORST_CENTRE-FORWARD_NED>,Centre Forward,NED,,Wout Weghorst scores late to secure opening Netherlan
en_core_web_sm,sm,Reports/BBC/07_POL_NED.json,Reports,FN,Wout Weghorst,<WEGHORST_CENTRE-FORWARD_NED>,Centre Forward,NED,,Wout Weghorst scores late to secure opening Netherlan
en_core_web_sm,sm,Reports/BBC/07_POL_NED.json,Reports,FN,Wout Weghorst,<WEGHORST_CENTRE-FORWARD_NED>,Centre Forward,NED,,Wout Weghorst scores late to secure opening Netherlan
en_core_web_sm,sm,Reports/BBC/07_POL_NED.json,Reports,FN,Wout Weghorst,<WEGHORST_CENTRE-FORWARD_NED>,Centre Forward,NED,,Wout Weghorst scores late to secure opening Netherlan
en_core_web_sm,sm,Reports/BBC/07_POL_NED.json,Reports,FP,,,,,Nathan Akeas,ot his second before the break but sent Nathan Akeas pullback over from close range. Ronald
en_core_web_sm,sm,Reports/BBC/07_POL_NED.json,Reports,FP,,,,,Euros,ad been in strong form going into these Euros with back-to-back 4-0 friendly wins aga
en_core_web_sm,sm,Reports/BBC/07_POL_NED.json,Reports,FP,,,,,Polandas,"t, before Adam Buksa struck with one of Polandas first chances. Cody Gakpo deservedly go"
en_core_web_sm,sm,Reports/BBC/07_POL_NED.json,Reports,FP,,,,,Manchester United,nd went. Ronald Koeman sent on one-time Manchester United loanee Wout Weghorst as a late throw of
en_core_web_sm,sm,Reports/BBC/07_POL_NED.json,Reports,FP,,,,,Ronald Koeman,"f behaving and that is what we needed,"" Ronald Koeman said. ""This should have been 4-1 in fav"
en_core_web_sm,sm,Reports/BBC/07_POL_NED.json,Reports,FP,,,,,Polandas,"n the opener at the near post. That was Polandas first shot on target, and they had oppo"
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FN,Mbappe,<MBAPPE_CENTRE-FORWARD_FRA>,Centre Forward,FRA,,Mbappe's night ends with a nasty injury and a
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FN,Mbappe,<MBAPPE_CENTRE-FORWARD_FRA>,Centre Forward,FRA,,Mbappe's night ends with a nasty injury and a
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FN,Mbappe,<MBAPPE_CENTRE-FORWARD_FRA>,Centre Forward,FRA,,Mbappe's night ends with a nasty injury and a
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FN,Phillipp Mwene,<MWENE_LEFT-BACK_AUT>,Left Back,AUT,,ast footwork to leave Austria full-back Phillipp Mwene in his wake before Mbappe's cross was d
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FN,Mbappe,<MBAPPE_CENTRE-FORWARD_FRA>,Centre Forward,FRA,,Mbappe's night ends with a nasty injury and a
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FN,Mbappe,<MBAPPE_CENTRE-FORWARD_FRA>,Centre Forward,FRA,,Mbappe's night ends with a nasty injury and a
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FN,Mbappe,<MBAPPE_CENTRE-FORWARD_FRA>,Centre Forward,FRA,,Mbappe's night ends with a nasty injury and a
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FN,Mbappe,<MBAPPE_CENTRE-FORWARD_FRA>,Centre Forward,FRA,,Mbappe's night ends with a nasty injury and a
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FN,Mbappe,<MBAPPE_CENTRE-FORWARD_FRA>,Centre Forward,FRA,,Mbappe's night ends with a nasty injury and a
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FN,Mbappe,<MBAPPE_CENTRE-FORWARD_FRA>,Centre Forward,FRA,,Mbappe's night ends with a nasty injury and a
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FP,,,,,Leeds United,cross was diverted into his own net by Leeds United centre-back Max Wober's header seven mi
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FP,,,,,Austria,header seven minutes before half-time. Austria missed their best chance just moments e
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FP,,,,,Jesus Gil Manzano's,as further increased by Spanish referee Jesus Gil Manzano's poor decision to award a goal kick rath
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FP,,,,,Austria 0-1,"the Netherlands on Friday.  Highlights: Austria 0-1 France France, one of the favourites fo"
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FP,,,,,Manzano,while reserving their anger for referee Manzano in a pivotal first-half moment. Christo
en_core_web_sm,sm,Reports/BBC/08_AUT_FRA.json,Reports,FP,,,,,Austria 0-1,f it was ultimately in a losing cause.  Austria 0-1 France: Patrick Pentz says France were
en_core_web_sm,sm,Reports/BBC/09_BEL_SVK.json,Reports,FN,Leandro Trossard,<TROSSARD_LEFT-WINGER_BEL>,Left Winger,BEL,,"uyne remained a threat, while Arsenal's Leandro Trossard curled an effort over the bar following"
en_core_web_sm,sm,Reports/BBC/09_BEL_SVK.json,Reports,FP,,,,,Schranzas,but played the loose pass which led to Schranzas well-taken goal. As Belgium were left l
en_core_web_sm,sm,Reports/BBC/10_ROU_UKR.json,Reports,FN,Dragus,<DRAGUS_CENTRE-FORWARD_ROU>,Centre Forward,ROU,,off the scoring four minutes later when Dragus tapped in Dennis Man's cross from close
en_core_web_sm,sm,Reports/BBC/10_ROU_UKR.json,Reports,FN,Mykhaylo Mudryk,<MUDRYK_LEFT-WINGER_UKR>,Left Winger,UKR,,"2022. Last week, their forward Mykhailo Mykhaylo Mudryk said his family were facing Russian mis"
en_core_web_sm,sm,Reports/BBC/10_ROU_UKR.json,Reports,FN,Nicolae Stanciu,<STANCIU_ATTACKING-MIDFIELD_ROU>,Attacking Midfield,ROU,,ng win over Ukraine in Group E. Captain Nicolae Stanciu gave Romania a surprise lead in the 29t
en_core_web_sm,sm,Reports/BBC/10_ROU_UKR.json,Reports,FN,Nicolae Stanciu,<STANCIU_ATTACKING-MIDFIELD_ROU>,Attacking Midfield,ROU,,ng win over Ukraine in Group E. Captain Nicolae Stanciu gave Romania a surprise lead in the 29t
en_core_web_sm,sm,Reports/BBC/10_ROU_UKR.json,Reports,FN,Marius Marin,<MARIN_CENTRAL-MIDFIELD_ROU>,Central Midfield,ROU,,h a brilliant strike from 20 yards out. Marius Marin then doubled the Tricolours' lead after
en_core_web_sm,sm,Reports/BBC/10_ROU_UKR.json,Reports,FN,Dragus,<DRAGUS_CENTRE-FORWARD_ROU>,Centre Forward,ROU,,off the scoring four minutes later when Dragus tapped in Dennis Man's cross from close
en_core_web_sm,sm,Reports/BBC/10_ROU_UKR.json,Reports,FP,,,,,Euros,e range. Their only previous win at the Euros came in 2000 where a late Ionel Ganea p
en_core_web_sm,sm,Reports/BBC/10_ROU_UKR.json,Reports,FP,,,,,Vladimir Putin,ajor tournament since Russian President Vladimir Putin ordered a full-scale invasion of the co
en_core_web_sm,sm,Reports/BBC/10_ROU_UKR.json,Reports,FP,,,,,Euros,orld rankings and had warmed up for the Euros with disappointing goalless draws again
en_core_web_sm,sm,Reports/BBC/11_TUR_GEO.json,Reports,FN,Muldur,<MULDUR_RIGHT-BACK_TUR>,Right Back,TUR,,Group F victory in Dortmund. Right-back Muldur gave Turkey the lead in the 25th minute
en_core_web_sm,sm,Reports/BBC/11_TUR_GEO.json,Reports,FN,Guler,<GULER_ATTACKING-MIDFIELD_TUR>,Attacking Midfield,TUR,,Highlights: Turkey 3-1 Georgia Teenager Guler scored on his European Championship deb
en_core_web_sm,sm,Reports/BBC/11_TUR_GEO.json,Reports,FP,,,,,Euros,"came the third teenager to score on his Euros debut with a sublime, curling strike in"
en_core_web_sm,sm,Reports/BBC/11_TUR_GEO.json,Reports,FP,,,,,Dortmund,"ner, rolled a finish into an empty net. Dortmund's famous yellow wall became the red wal"
en_core_web_sm,sm,Reports/BBC/11_TUR_GEO.json,Reports,FP,,,,,Messi,"od when he stole the spotlight. In true Messi-style, Guler picked up the ball on the"
en_core_web_sm,sm,Reports/BBC/11_TUR_GEO.json,Reports,FP,,,,,Dortmund,"eaving spectators in awe in the pouring Dortmund rain. At 19 years and 114 days, he beca"
en_core_web_sm,sm,Reports/BBC/11_TUR_GEO.json,Reports,FP,,,,,Cristiano Ronaldo's,"is debut in the competition, surpassing Cristiano Ronaldo's previous record of 19 years and 128 day"
en_core_web_sm,sm,Reports/BBC/11_TUR_GEO.json,Reports,FP,,,,,Euro,iving force for a side that reached the Euro 2008 semi-finals. Defeat was harsh on G
en_core_web_sm,sm,Reports/BBC/11_TUR_GEO.json,Reports,FP,,,,,Dortmund,"s into their next game, despite leaving Dortmund with no points."
en_core_web_sm,sm,Reports/BBC/12_POR_CZE.json,Reports,FN,Lukas Provod,<PROVOD_LEFT-MIDFIELD_CZE>,Left Midfield,CZE,,heir own half but stunned Portugal when Lukas Provod's whipped second-half strike flew into
en_core_web_sm,sm,Reports/BBC/12_POR_CZE.json,Reports,FN,Nuno Mendes,<MENDES_LEFT-BACK_POR>,Left Back,POR,,r as goalkeeper Jindrich Stanek parried Nuno Mendes' header and the ball bounced off Robin
en_core_web_sm,sm,Reports/BBC/12_POR_CZE.json,Reports,FN,Jindrich Stanek,<STANEK_GOALKEEPER_CZE>,Goalkeeper,CZE,,ry were dashed soon after as goalkeeper Jindrich Stanek parried Nuno Mendes' header and the bal
en_core_web_sm,sm,Reports/BBC/12_POR_CZE.json,Reports,FN,Jindrich Stanek,<STANEK_GOALKEEPER_CZE>,Goalkeeper,CZE,,ry were dashed soon after as goalkeeper Jindrich Stanek parried Nuno Mendes' header and the bal
en_core_web_sm,sm,Reports/BBC/12_POR_CZE.json,Reports,FN,Conceicao,<CONCEICAO_RIGHT-WINGER_POR>,Right Winger,POR,,Highlights: Portugal 2-1 Czech Republic Conceicao scored a late winner as Portugal fought
en_core_web_sm,sm,Reports/BBC/12_POR_CZE.json,Reports,FN,Lukas Provod,<PROVOD_LEFT-MIDFIELD_CZE>,Left Midfield,CZE,,heir own half but stunned Portugal when Lukas Provod's whipped second-half strike flew into
en_core_web_sm,sm,Reports/BBC/12_POR_CZE.json,Reports,FP,,,,,Roberto Martinezas,c in their Euro 2024 opener in Leipzig. Roberto Martinezas side are one of the tournament favourit
en_core_web_sm,sm,Reports/BBC/12_POR_CZE.json,Reports,FP,,,,,Euros,ing gone unbeaten in the lead up to the Euros following his appointment in January. T
en_core_web_sm,sm,Reports/BBC/13_SCO_SUI.json,Reports,FN,Schar,<SCHAR_CENTRE-BACK_SUI>,Centre Back,SUI,,rst-time shot took a big deflection off Schar to rocket high into the net.  Nervousne
en_core_web_sm,sm,Reports/BBC/13_SCO_SUI.json,Reports,FP,,,,,Scots,were terrifying. Particularly down the Scots' troublesome right side.  In Xherdan Sh
en_core_web_sm,sm,Reports/BBC/13_SCO_SUI.json,Reports,FP,,,,,Euros,s to Switzerland draw This is the first Euros game in which Scotland have taken point
en_core_web_sm,sm,Reports/BBC/13_SCO_SUI.json,Reports,FP,,,,,W2 D4 L1,seven competitive matches against them (W2 D4 L1). Indeed 44% of their Euros points (4/9
en_core_web_sm,sm,Reports/BBC/13_SCO_SUI.json,Reports,FP,,,,,Euros,st them (W2 D4 L1). Indeed 44% of their Euros points (4/9) have come against the Swis
en_core_web_sm,sm,Reports/BBC/13_SCO_SUI.json,Reports,FP,,,,,Euros,"and have lost just one of their last 12 Euros matches (W4 D7), avoiding defeat in the"
en_core_web_sm,sm,Reports/BBC/13_SCO_SUI.json,Reports,FP,,,,,W4 D7,"ust one of their last 12 Euros matches (W4 D7), avoiding defeat in their opening two"
en_core_web_sm,sm,Reports/BBC/13_SCO_SUI.json,Reports,FP,,,,,Euros,amed their oldest ever starting XI in a Euros game (30y 119d). Only Slovakia have nam
en_core_web_sm,sm,Reports/BBC/13_SCO_SUI.json,Reports,FP,,,,,XI,19d). Only Slovakia have named an older XI so far in these finals (30y 229d).
en_core_web_sm,sm,Reports/BBC/13_SCO_SUI.json,Reports,FP,,,,,229d,an older XI so far in these finals (30y 229d).
en_core_web_sm,sm,Reports/BBC/14_GER_HUN.json,Reports,FN,Jamal Musiala,<MUSIALA_ATTACKING-MIDFIELD_GER>,Attacking Midfield,GER,,hlights: Hosts Germany beat Hungary 2-0 Jamal Musiala scored again as Germany continued their
en_core_web_sm,sm,Reports/BBC/14_GER_HUN.json,Reports,FN,Jamal Musiala,<MUSIALA_ATTACKING-MIDFIELD_GER>,Attacking Midfield,GER,,hlights: Hosts Germany beat Hungary 2-0 Jamal Musiala scored again as Germany continued their
en_core_web_sm,sm,Reports/BBC/14_GER_HUN.json,Reports,FN,Jamal Musiala,<MUSIALA_ATTACKING-MIDFIELD_GER>,Attacking Midfield,GER,,hlights: Hosts Germany beat Hungary 2-0 Jamal Musiala scored again as Germany continued their
en_core_web_sm,sm,Reports/BBC/14_GER_HUN.json,Reports,FN,Gulacsi,<GULACSI_GOALKEEPER_HUN>,Goalkeeper,HUN,,ked to slot comfortably past goalkeeper Gulacsi. After their dominant 5-1 win over Scot
en_core_web_sm,sm,Reports/BBC/14_GER_HUN.json,Reports,FN,Emre Can,<CAN_ATTACKING-MIDFIELD_GER>,Attacking Midfield,GER,,g what our fans want on the pitch. They Emre Can accept technical mistakes. They are not
en_core_web_sm,sm,Reports/BBC/14_GER_HUN.json,Reports,FN,Jamal Musiala,<MUSIALA_ATTACKING-MIDFIELD_GER>,Attacking Midfield,GER,,hlights: Hosts Germany beat Hungary 2-0 Jamal Musiala scored again as Germany continued their
en_core_web_sm,sm,Reports/BBC/14_GER_HUN.json,Reports,FN,Emre Can,<CAN_ATTACKING-MIDFIELD_GER>,Attacking Midfield,GER,,g what our fans want on the pitch. They Emre Can accept technical mistakes. They are not
en_core_web_sm,sm,Reports/BBC/14_GER_HUN.json,Reports,FP,,,,,Gundoganas,"mmich, Germany were in full control and Gundoganas cool finish put the icing on the cake a"
en_core_web_sm,sm,Reports/BBC/15_CRO_ALB.json,Reports,FN,Klaus Gjasula,<GJASULA_DEFENSIVE-MIDFIELD_ALB>,Defensive Midfield,ALB,,"ame, the Albanians rescued a point when Klaus Gjasula side-footed home in the 95th minute to"
en_core_web_sm,sm,Reports/BBC/15_CRO_ALB.json,Reports,FN,Klaus Gjasula,<GJASULA_DEFENSIVE-MIDFIELD_ALB>,Defensive Midfield,ALB,,"ame, the Albanians rescued a point when Klaus Gjasula side-footed home in the 95th minute to"
en_core_web_sm,sm,Reports/BBC/15_CRO_ALB.json,Reports,FN,Klaus Gjasula,<GJASULA_DEFENSIVE-MIDFIELD_ALB>,Defensive Midfield,ALB,,"ame, the Albanians rescued a point when Klaus Gjasula side-footed home in the 95th minute to"
en_core_web_sm,sm,Reports/BBC/15_CRO_ALB.json,Reports,FN,Klaus Gjasula,<GJASULA_DEFENSIVE-MIDFIELD_ALB>,Defensive Midfield,ALB,,"ame, the Albanians rescued a point when Klaus Gjasula side-footed home in the 95th minute to"
en_core_web_sm,sm,Reports/BBC/15_CRO_ALB.json,Reports,FP,,,,,Euros,"s. This is their second appearance at a Euros after qualifying in 2016, and their fan"
en_core_web_sm,sm,Reports/BBC/15_CRO_ALB.json,Reports,FP,,,,,Granted,"ld fall at the first hurdle in Germany. Granted, they were drawn in a tough group with"
en_core_web_sm,sm,Reports/BBC/16_ESP_ITA.json,Reports,FN,Fabián Ruiz,<RUIZ_CENTRAL-MIDFIELD_ESP>,Central Midfield,ESP,,"first two minutes, before later denying Fabián Ruiz and Álvaro Morata. Spainas Nico William"
en_core_web_sm,sm,Reports/BBC/16_ESP_ITA.json,Reports,FN,Nico Williams,<WILLIAMS_LEFT-WINGER_ESP>,Left Winger,ESP,,"Fabián Ruiz and Álvaro Morata. Spainas Nico Williams should have scored when he headed wide,"
en_core_web_sm,sm,Reports/BBC/16_ESP_ITA.json,Reports,FP,,,,,Giorgio Armani,gantly as if they were dressed in their Giorgio Armani suits - but Spain stole the dress code.
en_core_web_sm,sm,Reports/BBC/16_ESP_ITA.json,Reports,FP,,,,,Luis de la Fuente,"class side like Italy,"" said Spain boss Luis de la Fuente afterwards. ""Italy won the Euros three"
en_core_web_sm,sm,Reports/BBC/16_ESP_ITA.json,Reports,FP,,,,,bush,"ine suggests, letas not beat around the bush,"" said Italy boss Luciano Spalletti. ""W"
en_core_web_sm,sm,Reports/BBC/17_DEN_ENG.json,Reports,FP,,,,,Euro,the chance to secure their place in the Euro 2024 knockout stages as Group C winners
en_core_web_sm,sm,Reports/BBC/17_DEN_ENG.json,Reports,FP,,,,,Alan Shearer,"pointing failure.  ""It was very poor"" - Alan Shearer reacts to England's draw with Denmark E"
en_core_web_sm,sm,Reports/BBC/17_DEN_ENG.json,Reports,FP,,,,,Arena,"left. The England fans inside Frankfurt Arena also made their displeasure known, with"
en_core_web_sm,sm,Reports/BBC/17_DEN_ENG.json,Reports,FP,,,,,Liverpoolas,end of the experiment of England using Liverpoolas right-back in midfield. It was a move d
en_core_web_sm,sm,Reports/BBC/17_DEN_ENG.json,Reports,FP,,,,,Gareth Southgate,square peg in a round hole - something Gareth Southgate himself appeared to accept by making th
en_core_web_sm,sm,Reports/BBC/17_DEN_ENG.json,Reports,FP,,,,,Manchester Unitedas,ent for Trent Alexander-Arnold but both Manchester Unitedas Kobbie Mainoo and another talented youn
en_core_web_sm,sm,Reports/BBC/18_SVN_SRB.json,Reports,FN,Aleksandar Mitrovic,<MITROVIC_CENTRE-FORWARD_SRB>,Centre Forward,SRB,,nd Serbia take on Denmark at 20:00 BST. Aleksandar Mitrovic failed to score for the second successi
en_core_web_sm,sm,Reports/BBC/18_SVN_SRB.json,Reports,FN,Aleksandar Mitrovic,<MITROVIC_CENTRE-FORWARD_SRB>,Centre Forward,SRB,,nd Serbia take on Denmark at 20:00 BST. Aleksandar Mitrovic failed to score for the second successi
en_core_web_sm,sm,Reports/BBC/18_SVN_SRB.json,Reports,FN,Aleksandar Mitrovic,<MITROVIC_CENTRE-FORWARD_SRB>,Centre Forward,SRB,,nd Serbia take on Denmark at 20:00 BST. Aleksandar Mitrovic failed to score for the second successi
en_core_web_sm,sm,Reports/BBC/18_SVN_SRB.json,Reports,FP,,,,,Euros,"the Slovenians on the verge of a first Euros win, which would have pushed Serbia to"
